| SaleDate            | Amount | Salesperson         |
| 2021-10-19 00:00:00 | 2758   | Beverie Moffet      |
| 2021-07-12 00:00:00 | 21     | Gigi Bohling        |
| 2021-06-14 00:00:00 | 518    | Rafaelita Blaksland |
| 2021-04-14 00:00:00 | 13468  | Wilone O'Kielt      |
| 2022-01-14 00:00:00 | 8400   | Jan Morforth        |
| 2021-02-26 00:00:00 | 4186   | Curtice Advani      |
| 2021-07-15 00:00:00 | 8715   | Rafaelita Blaksland |
| 2021-06-28 00:00:00 | 16534  | Gunar Cockshoot     |
| 2022-03-03 00:00:00 | 8820   | Dennison Crosswaite |
| 2021-06-03 00:00:00 | 1778   | Brien Boise         |
| 2021-04-08 00:00:00 | 21     | Husein Augar        |
| 2021-10-28 00:00:00 | 7994   | Beverie Moffet      |
| 2021-04-05 00:00:00 | 6720   | Gigi Bohling        |
| 2021-11-17 00:00:00 | 1316   | Curtice Advani      |
| 2021-02-01 00:00:00 | 6615   | Van Tuxwell         |
| 2021-05-24 00:00:00 | 238    | Husein Augar        |
| 2021-06-23 00:00:00 | 16870  | Gigi Bohling        |
| 2021-07-05 00:00:00 | 5285   | Camilla Castle      |
| 2021-08-30 00:00:00 | 2667   | Jan Morforth        |
| 2021-04-14 00:00:00 | 3136   | Dennison Crosswaite |
| 2022-03-10 00:00:00 | 2492   | Dotty Strutley      |
| 2021-12-07 00:00:00 | 525    | Andria Kimpton      |
| 2021-03-02 00:00:00 | 2730   | Brien Boise         |
| 2021-10-12 00:00:00 | 1519   | Marney O'Breen      |
| 2021-07-02 00:00:00 | 2877   | Gigi Bohling        |
| 2022-03-18 00:00:00 | 6328   | Dennison Crosswaite |
| 2021-04-23 00:00:00 | 4179   | Roddy Speechley     |
| 2021-08-30 00:00:00 | 1736   | Beverie Moffet      |
| 2021-09-01 00:00:00 | 2947   | Jehu Rudeforth      |
| 2021-02-22 00:00:00 | 2933   | Husein Augar        |
| 2021-10-11 00:00:00 | 11130  | Marney O'Breen      |
| 2021-04-14 00:00:00 | 9422   | Karlen McCaffrey    |
| 2022-03-10 00:00:00 | 10885  | Roddy Speechley     |
| 2021-11-25 00:00:00 | 5796   | Gunar Cockshoot     |
| 2021-01-22 00:00:00 | 9016   | Dennison Crosswaite |
| 2021-08-25 00:00:00 | 2142   | Dennison Crosswaite |
| 2021-03-11 00:00:00 | 2100   | Van Tuxwell         |
| 2021-11-08 00:00:00 | 6888   | Barr Faughny        |
| 2021-03-15 00:00:00 | 8813   | Andria Kimpton      |
| 2021-06-29 00:00:00 | 3500   | Kelci Walkden       |
| 2021-03-24 00:00:00 | 5600   | Beverie Moffet      |
| 2021-02-26 00:00:00 | 3815   | Gigi Bohling        |
| 2021-01-13 00:00:00 | 651    | Gunar Cockshoot     |
| 2021-12-30 00:00:00 | 4081   | Ches Bonnell        |
| 2021-02-03 00:00:00 | 742    | Gigi Bohling        |
| 2021-08-31 00:00:00 | 3878   | Camilla Castle      |
| 2021-06-18 00:00:00 | 1127   | Camilla Castle      |
| 2021-07-23 00:00:00 | 2548   | Gigi Bohling        |
| 2021-04-06 00:00:00 | 3122   | Gigi Bohling        |
| 2021-06-30 00:00:00 | 343    | Barr Faughny        |
| 2021-10-13 00:00:00 | 6279   | Kaine Padly         |
| 2021-03-24 00:00:00 | 7952   | Kelci Walkden       |
| 2021-05-24 00:00:00 | 9863   | Van Tuxwell         |
| 2021-08-13 00:00:00 | 1470   | Andria Kimpton      |
| 2021-12-20 00:00:00 | 4417   | Jehu Rudeforth      |
| 2021-12-31 00:00:00 | 924    | Dennison Crosswaite |
| 2021-06-21 00:00:00 | 1330   | Van Tuxwell         |
| 2022-02-22 00:00:00 | 4830   | Oby Sorrel          |
| 2022-01-27 00:00:00 | 476    | Roddy Speechley     |
| 2022-01-31 00:00:00 | 5306   | Andria Kimpton      |
| 2021-02-12 00:00:00 | 3563   | Camilla Castle      |
| 2021-01-06 00:00:00 | 10262  | Husein Augar        |
| 2021-09-24 00:00:00 | 5173   | Ches Bonnell        |
| 2021-01-26 00:00:00 | 4109   | Jehu Rudeforth      |
| 2022-01-13 00:00:00 | 11606  | Rafaelita Blaksland |
| 2021-08-31 00:00:00 | 5908   | Gunar Cockshoot     |
| 2021-11-11 00:00:00 | 5789   | Karlen McCaffrey    |
| 2021-08-13 00:00:00 | 5572   | Curtice Advani      |
| 2022-01-10 00:00:00 | 868    | Mallorie Waber      |
| 2021-03-23 00:00:00 | 6055   | Beverie Moffet      |
| 2022-02-01 00:00:00 | 7441   | Rafaelita Blaksland |
| 2021-04-26 00:00:00 | 1449   | Dotty Strutley      |
| 2021-10-08 00:00:00 | 8183   | Husein Augar        |
| 2021-05-18 00:00:00 | 12558  | Barr Faughny        |
| 2021-07-21 00:00:00 | 6734   | Brien Boise         |
| 2021-04-07 00:00:00 | 252    | Mallorie Waber      |
| 2021-06-21 00:00:00 | 4060   | Kaine Padly         |
| 2021-10-15 00:00:00 | 18872  | Jan Morforth        |
| 2021-01-28 00:00:00 | 5985   | Roddy Speechley     |
| 2021-05-10 00:00:00 | 3801   | Dotty Strutley      |
| 2021-08-16 00:00:00 | 10626  | Wilone O'Kielt      |
| 2021-06-09 00:00:00 | 5586   | Kaine Padly         |
| 2021-07-28 00:00:00 | 910    | Jan Morforth        |
| 2021-12-08 00:00:00 | 1372   | Dotty Strutley      |
| 2021-10-04 00:00:00 | 1995   | Husein Augar        |
| 2021-10-20 00:00:00 | 3997   | Husein Augar        |
| 2021-11-22 00:00:00 | 2114   | Barr Faughny        |
| 2021-01-25 00:00:00 | 12033  | Brien Boise         |
| 2021-06-09 00:00:00 | 12152  | Karlen McCaffrey    |
| 2021-03-04 00:00:00 | 12481  | Roddy Speechley     |
| 2021-05-18 00:00:00 | 7406   | Karlen McCaffrey    |
| 2021-01-04 00:00:00 | 3570   | Husein Augar        |
| 2021-05-12 00:00:00 | 5285   | Andria Kimpton      |
| 2021-03-08 00:00:00 | 1799   | Madelene Upcott     |
| 2021-02-08 00:00:00 | 3276   | Husein Augar        |
| 2021-12-13 00:00:00 | 5712   | Dennison Crosswaite |
| 2021-06-09 00:00:00 | 4823   | Andria Kimpton      |
| 2021-01-20 00:00:00 | 6559   | Husein Augar        |
| 2021-03-19 00:00:00 | 973    | Brien Boise         |
| 2021-11-10 00:00:00 | 12068  | Karlen McCaffrey    |
| 2021-02-12 00:00:00 | 15127  | Jehu Rudeforth      |
| 2021-08-16 00:00:00 | 3661   | Andria Kimpton      |
| 2022-02-09 00:00:00 | 12124  | Kelci Walkden       |
| 2021-04-20 00:00:00 | 1722   | Madelene Upcott     |
| 2022-03-18 00:00:00 | 6496   | Dotty Strutley      |
| 2021-03-22 00:00:00 | 19621  | Gunar Cockshoot     |
| 2021-02-25 00:00:00 | 2954   | Kelci Walkden       |
| 2021-01-06 00:00:00 | 994    | Husein Augar        |
| 2021-08-31 00:00:00 | 5488   | Karlen McCaffrey    |
| 2022-01-21 00:00:00 | 2576   | Rafaelita Blaksland |
| 2021-10-05 00:00:00 | 4935   | Kaine Padly         |
| 2021-12-23 00:00:00 | 6475   | Van Tuxwell         |
| 2021-12-01 00:00:00 | 8554   | Van Tuxwell         |
| 2021-08-30 00:00:00 | 6713   | Kaine Padly         |
| 2021-12-27 00:00:00 | 378    | Van Tuxwell         |
| 2021-03-17 00:00:00 | 4501   | Gigi Bohling        |
| 2021-06-22 00:00:00 | 1085   | Kelci Walkden       |
| 2022-01-21 00:00:00 | 3290   | Karlen McCaffrey    |
| 2021-11-26 00:00:00 | 2058   | Camilla Castle      |
| 2021-02-03 00:00:00 | 3269   | Gunar Cockshoot     |
| 2021-01-29 00:00:00 | 8449   | Jehu Rudeforth      |
| 2021-06-09 00:00:00 | 3367   | Husein Augar        |
| 2021-09-13 00:00:00 | 4459   | Gigi Bohling        |
| 2021-06-08 00:00:00 | 3948   | Roddy Speechley     |
| 2021-11-29 00:00:00 | 6384   | Van Tuxwell         |
| 2022-03-07 00:00:00 | 441    | Ches Bonnell        |
| 2021-06-08 00:00:00 | 4235   | Beverie Moffet      |
| 2021-03-03 00:00:00 | 5208   | Barr Faughny        |
| 2021-10-19 00:00:00 | 8631   | Marney O'Breen      |
| 2021-03-19 00:00:00 | 3332   | Brien Boise         |
| 2022-02-09 00:00:00 | 8274   | Kaine Padly         |
| 2022-01-12 00:00:00 | 3227   | Curtice Advani      |
| 2021-09-08 00:00:00 | 5460   | Karlen McCaffrey    |
| 2021-04-01 00:00:00 | 13517  | Dennison Crosswaite |
| 2021-02-16 00:00:00 | 2303   | Jehu Rudeforth      |
| 2021-01-13 00:00:00 | 8617   | Jan Morforth        |
| 2021-07-16 00:00:00 | 1498   | Karlen McCaffrey    |
| 2021-11-02 00:00:00 | 3031   | Camilla Castle      |
| 2022-02-22 00:00:00 | 2492   | Jan Morforth        |
| 2021-07-16 00:00:00 | 14763  | Barr Faughny        |
| 2021-04-15 00:00:00 | 7784   | Mallorie Waber      |
| 2021-10-14 00:00:00 | 12089  | Husein Augar        |
| 2021-12-08 00:00:00 | 2030   | Andria Kimpton      |
| 2022-03-04 00:00:00 | 4928   | Gigi Bohling        |
| 2022-02-14 00:00:00 | 77     | Oby Sorrel          |
| 2021-12-21 00:00:00 | 7861   | Husein Augar        |
| 2021-07-06 00:00:00 | 3983   | Marney O'Breen      |
| 2021-03-09 00:00:00 | 2296   | Kaine Padly         |
| 2022-02-08 00:00:00 | 11781  | Roddy Speechley     |
| 2021-12-28 00:00:00 | 8316   | Madelene Upcott     |
| 2021-02-02 00:00:00 | 1134   | Ches Bonnell        |
| 2022-02-18 00:00:00 | 5446   | Van Tuxwell         |
| 2021-05-18 00:00:00 | 1323   | Dennison Crosswaite |
| 2021-04-08 00:00:00 | 2499   | Jehu Rudeforth      |
| 2021-02-03 00:00:00 | 9226   | Andria Kimpton      |
| 2021-04-19 00:00:00 | 5250   | Karlen McCaffrey    |
| 2021-02-26 00:00:00 | 7210   | Curtice Advani      |
| 2021-02-12 00:00:00 | 980    | Camilla Castle      |
| 2021-09-08 00:00:00 | 3878   | Ches Bonnell        |
| 2021-09-30 00:00:00 | 1659   | Kaine Padly         |
| 2022-02-09 00:00:00 | 4942   | Kaine Padly         |
| 2021-03-29 00:00:00 | 2919   | Beverie Moffet      |
| 2021-11-26 00:00:00 | 973    | Camilla Castle      |
| 2021-06-29 00:00:00 | 1337   | Van Tuxwell         |
| 2021-05-20 00:00:00 | 3010   | Jehu Rudeforth      |
| 2021-06-03 00:00:00 | 9331   | Ches Bonnell        |
| 2022-01-11 00:00:00 | 8470   | Marney O'Breen      |
| 2021-03-05 00:00:00 | 8456   | Marney O'Breen      |
| 2021-04-20 00:00:00 | 3486   | Dotty Strutley      |
| 2021-12-08 00:00:00 | 7224   | Jehu Rudeforth      |
| 2021-10-15 00:00:00 | 1113   | Ches Bonnell        |
| 2021-02-02 00:00:00 | 1071   | Kaine Padly         |
| 2021-06-08 00:00:00 | 7840   | Dotty Strutley      |
| 2021-03-11 00:00:00 | 4298   | Jehu Rudeforth      |
| 2021-11-22 00:00:00 | 3962   | Madelene Upcott     |
| 2021-03-18 00:00:00 | 980    | Curtice Advani      |
| 2021-11-08 00:00:00 | 9905   | Roddy Speechley     |
| 2021-03-18 00:00:00 | 9436   | Madelene Upcott     |
| 2021-06-09 00:00:00 | 5523   | Kaine Padly         |
| 2021-11-10 00:00:00 | 8897   | Oby Sorrel          |
| 2021-04-19 00:00:00 | 7007   | Marney O'Breen      |
| 2021-09-10 00:00:00 | 6776   | Curtice Advani      |
| 2021-04-23 00:00:00 | 4746   | Barr Faughny        |
| 2021-06-04 00:00:00 | 17192  | Barr Faughny        |
| 2022-03-03 00:00:00 | 7028   | Barr Faughny        |
| 2021-12-30 00:00:00 | 6804   | Gunar Cockshoot     |
| 2022-03-01 00:00:00 | 9310   | Brien Boise         |
| 2022-01-14 00:00:00 | 6923   | Beverie Moffet      |
| 2022-01-06 00:00:00 | 483    | Andria Kimpton      |
| 2021-05-27 00:00:00 | 3353   | Jan Morforth        |
| 2022-03-04 00:00:00 | 12180  | Oby Sorrel          |
| 2021-04-23 00:00:00 | 10500  | Curtice Advani      |
| 2022-02-01 00:00:00 | 14343  | Gunar Cockshoot     |
| 2022-03-28 00:00:00 | 14098  | Oby Sorrel          |
| 2022-03-23 00:00:00 | 12124  | Kelci Walkden       |
| 2021-09-30 00:00:00 | 581    | Jehu Rudeforth      |
| 2021-11-05 00:00:00 | 6321   | Dennison Crosswaite |
| 2021-10-12 00:00:00 | 4396   | Oby Sorrel          |
| 2021-03-25 00:00:00 | 5908   | Karlen McCaffrey    |
| 2021-06-22 00:00:00 | 1169   | Curtice Advani      |
| 2021-03-24 00:00:00 | 2583   | Van Tuxwell         |
| 2021-09-22 00:00:00 | 7126   | Madelene Upcott     |
| 2021-05-14 00:00:00 | 15323  | Marney O'Breen      |
| 2021-03-16 00:00:00 | 9338   | Husein Augar        |
| 2021-02-24 00:00:00 | 273    | Dennison Crosswaite |
| 2022-03-18 00:00:00 | 532    | Madelene Upcott     |
| 2021-01-08 00:00:00 | 4571   | Oby Sorrel          |
| 2021-03-09 00:00:00 | 2919   | Marney O'Breen      |
| 2022-03-28 00:00:00 | 672    | Dotty Strutley      |
| 2021-06-08 00:00:00 | 15288  | Karlen McCaffrey    |
| 2022-02-23 00:00:00 | 13440  | Marney O'Breen      |
| 2021-10-06 00:00:00 | 6902   | Rafaelita Blaksland |
| 2022-01-12 00:00:00 | 11816  | Roddy Speechley     |
| 2021-11-03 00:00:00 | 15890  | Beverie Moffet      |
| 2021-04-23 00:00:00 | 672    | Jan Morforth        |
| 2021-06-15 00:00:00 | 12929  | Mallorie Waber      |
| 2022-01-26 00:00:00 | 10577  | Jehu Rudeforth      |
| 2021-06-23 00:00:00 | 5579   | Husein Augar        |
| 2021-08-26 00:00:00 | 7000   | Ches Bonnell        |
| 2021-12-21 00:00:00 | 2086   | Curtice Advani      |
| 2021-11-03 00:00:00 | 7574   | Camilla Castle      |
| 2022-03-15 00:00:00 | 3346   | Wilone O'Kielt      |
| 2021-09-15 00:00:00 | 11753  | Marney O'Breen      |
| 2021-12-22 00:00:00 | 4907   | Dotty Strutley      |
| 2021-04-21 00:00:00 | 7140   | Beverie Moffet      |
| 2022-03-09 00:00:00 | 14266  | Roddy Speechley     |
| 2021-04-16 00:00:00 | 4249   | Karlen McCaffrey    |
| 2022-01-20 00:00:00 | 3290   | Gunar Cockshoot     |
| 2021-10-06 00:00:00 | 8337   | Jehu Rudeforth      |
| 2021-03-15 00:00:00 | 4669   | Rafaelita Blaksland |
| 2021-09-15 00:00:00 | 210    | Roddy Speechley     |
| 2021-11-26 00:00:00 | 4543   | Van Tuxwell         |
| 2022-03-30 00:00:00 | 1827   | Brien Boise         |
| 2021-03-17 00:00:00 | 308    | Camilla Castle      |
| 2021-08-25 00:00:00 | 371    | Camilla Castle      |
| 2021-07-22 00:00:00 | 6160   | Roddy Speechley     |
| 2021-07-06 00:00:00 | 1939   | Gigi Bohling        |
| 2021-01-25 00:00:00 | 9541   | Gunar Cockshoot     |
| 2021-07-07 00:00:00 | 665    | Marney O'Breen      |
| 2021-06-15 00:00:00 | 3941   | Van Tuxwell         |
| 2022-02-14 00:00:00 | 3864   | Wilone O'Kielt      |
| 2021-02-22 00:00:00 | 10479  | Roddy Speechley     |
| 2021-09-27 00:00:00 | 9492   | Marney O'Breen      |
| 2021-01-12 00:00:00 | 14462  | Barr Faughny        |
| 2021-08-27 00:00:00 | 6125   | Beverie Moffet      |
| 2021-11-04 00:00:00 | 8981   | Oby Sorrel          |
| 2021-09-06 00:00:00 | 3906   | Dennison Crosswaite |
| 2021-12-08 00:00:00 | 7784   | Beverie Moffet      |
| 2021-01-18 00:00:00 | 3080   | Mallorie Waber      |
| 2021-11-22 00:00:00 | 4970   | Curtice Advani      |
| 2021-12-01 00:00:00 | 4375   | Husein Augar        |
| 2022-02-10 00:00:00 | 12887  | Andria Kimpton      |
| 2022-01-26 00:00:00 | 11326  | Kelci Walkden       |
| 2021-03-18 00:00:00 | 336    | Madelene Upcott     |
| 2022-01-21 00:00:00 | 10066  | Oby Sorrel          |
| 2021-04-20 00:00:00 | 5229   | Brien Boise         |
| 2021-01-06 00:00:00 | 2870   | Karlen McCaffrey    |
| 2021-01-13 00:00:00 | 6342   | Jehu Rudeforth      |
| 2021-07-01 00:00:00 | 13720  | Ches Bonnell        |
| 2021-07-20 00:00:00 | 707    | Camilla Castle      |
| 2021-03-17 00:00:00 | 3717   | Barr Faughny        |
| 2022-03-07 00:00:00 | 833    | Dennison Crosswaite |
| 2021-09-13 00:00:00 | 6377   | Kelci Walkden       |
| 2022-03-29 00:00:00 | 15932  | Karlen McCaffrey    |
| 2022-01-21 00:00:00 | 994    | Dotty Strutley      |
| 2022-02-15 00:00:00 | 4648   | Ches Bonnell        |
| 2021-01-08 00:00:00 | 11767  | Jehu Rudeforth      |
| 2021-02-22 00:00:00 | 15253  | Madelene Upcott     |
| 2021-07-01 00:00:00 | 5278   | Beverie Moffet      |
| 2022-03-03 00:00:00 | 11648  | Brien Boise         |
| 2021-10-04 00:00:00 | 7987   | Marney O'Breen      |
| 2021-09-07 00:00:00 | 15302  | Ches Bonnell        |
| 2021-03-01 00:00:00 | 1239   | Jehu Rudeforth      |
| 2022-03-16 00:00:00 | 2352   | Madelene Upcott     |
| 2021-12-31 00:00:00 | 2135   | Barr Faughny        |
| 2021-11-02 00:00:00 | 3661   | Madelene Upcott     |
| 2021-06-21 00:00:00 | 6699   | Curtice Advani      |
| 2021-11-02 00:00:00 | 3521   | Madelene Upcott     |
| 2021-09-09 00:00:00 | 1260   | Husein Augar        |
| 2022-02-04 00:00:00 | 4032   | Madelene Upcott     |
| 2022-03-28 00:00:00 | 12614  | Wilone O'Kielt      |
| 2021-03-01 00:00:00 | 847    | Marney O'Breen      |
| 2021-11-02 00:00:00 | 13608  | Roddy Speechley     |
| 2021-01-11 00:00:00 | 8876   | Oby Sorrel          |
| 2021-06-21 00:00:00 | 12110  | Wilone O'Kielt      |
| 2021-08-30 00:00:00 | 12439  | Gunar Cockshoot     |
| 2021-06-21 00:00:00 | 7133   | Roddy Speechley     |
| 2021-03-17 00:00:00 | 1071   | Oby Sorrel          |
| 2021-12-29 00:00:00 | 8547   | Andria Kimpton      |
| 2022-03-28 00:00:00 | 294    | Madelene Upcott     |
| 2021-03-17 00:00:00 | 763    | Kelci Walkden       |
| 2021-09-27 00:00:00 | 2758   | Karlen McCaffrey    |
| 2021-08-09 00:00:00 | 6755   | Jan Morforth        |
| 2021-03-04 00:00:00 | 14140  | Kelci Walkden       |
| 2021-08-31 00:00:00 | 4235   | Camilla Castle      |
| 2021-06-22 00:00:00 | 1883   | Barr Faughny        |
| 2021-06-11 00:00:00 | 6825   | Jehu Rudeforth      |
| 2021-05-24 00:00:00 | 1855   | Rafaelita Blaksland |
| 2022-02-14 00:00:00 | 1064   | Kaine Padly         |
| 2021-02-24 00:00:00 | 3465   | Barr Faughny        |
| 2021-04-14 00:00:00 | 5110   | Wilone O'Kielt      |
| 2021-08-06 00:00:00 | 1757   | Oby Sorrel          |
| 2021-03-02 00:00:00 | 11928  | Rafaelita Blaksland |
| 2021-11-09 00:00:00 | 287    | Kelci Walkden       |
| 2021-01-13 00:00:00 | 11151  | Gigi Bohling        |
| 2021-08-16 00:00:00 | 609    | Brien Boise         |
| 2021-04-01 00:00:00 | 6104   | Dennison Crosswaite |
| 2022-01-13 00:00:00 | 4851   | Karlen McCaffrey    |
| 2021-11-26 00:00:00 | 3346   | Wilone O'Kielt      |
| 2021-01-20 00:00:00 | 11641  | Ches Bonnell        |
| 2021-07-29 00:00:00 | 5579   | Curtice Advani      |
| 2022-01-07 00:00:00 | 539    | Van Tuxwell         |
| 2021-03-04 00:00:00 | 9695   | Oby Sorrel          |
| 2021-07-20 00:00:00 | 15659  | Gunar Cockshoot     |
| 2021-12-08 00:00:00 | 8225   | Roddy Speechley     |
| 2021-11-12 00:00:00 | 826    | Kaine Padly         |
| 2022-01-04 00:00:00 | 5292   | Karlen McCaffrey    |
| 2021-04-12 00:00:00 | 4298   | Brien Boise         |
| 2021-01-11 00:00:00 | 4004   | Brien Boise         |
| 2021-06-07 00:00:00 | 6153   | Kaine Padly         |
| 2021-09-03 00:00:00 | 9919   | Madelene Upcott     |
| 2022-02-01 00:00:00 | 2695   | Husein Augar        |
| 2021-04-27 00:00:00 | 5684   | Van Tuxwell         |
| 2021-03-16 00:00:00 | 721    | Roddy Speechley     |
| 2021-12-31 00:00:00 | 1995   | Mallorie Waber      |
| 2021-06-17 00:00:00 | 6867   | Dotty Strutley      |
| 2022-02-23 00:00:00 | 1393   | Van Tuxwell         |
| 2021-08-31 00:00:00 | 7637   | Kelci Walkden       |
| 2021-08-03 00:00:00 | 5845   | Gunar Cockshoot     |
| 2021-10-18 00:00:00 | 9639   | Marney O'Breen      |
| 2021-09-01 00:00:00 | 2135   | Curtice Advani      |
| 2021-02-04 00:00:00 | 12418  | Wilone O'Kielt      |
| 2022-03-10 00:00:00 | 2219   | Kelci Walkden       |
| 2021-09-08 00:00:00 | 2947   | Gunar Cockshoot     |
| 2021-03-16 00:00:00 | 9184   | Wilone O'Kielt      |
| 2021-05-31 00:00:00 | 6692   | Jan Morforth        |
| 2021-07-26 00:00:00 | 2016   | Kaine Padly         |
| 2021-11-12 00:00:00 | 1057   | Beverie Moffet      |
| 2022-01-19 00:00:00 | 9415   | Madelene Upcott     |
| 2021-03-10 00:00:00 | 2863   | Husein Augar        |
| 2022-02-18 00:00:00 | 3458   | Beverie Moffet      |
| 2021-01-04 00:00:00 | 5040   | Kaine Padly         |
| 2021-11-02 00:00:00 | 3346   | Madelene Upcott     |
| 2021-03-25 00:00:00 | 6146   | Camilla Castle      |
| 2021-10-21 00:00:00 | 9555   | Dennison Crosswaite |
| 2021-08-23 00:00:00 | 10857  | Husein Augar        |
| 2021-12-10 00:00:00 | 3423   | Wilone O'Kielt      |
| 2021-03-25 00:00:00 | 1897   | Jan Morforth        |
| 2021-10-01 00:00:00 | 12131  | Karlen McCaffrey    |
| 2022-01-21 00:00:00 | 1491   | Marney O'Breen      |
| 2021-01-20 00:00:00 | 5915   | Camilla Castle      |
| 2021-04-07 00:00:00 | 2093   | Dennison Crosswaite |
| 2021-02-25 00:00:00 | 5859   | Camilla Castle      |
| 2021-03-03 00:00:00 | 5299   | Beverie Moffet      |
| 2022-03-01 00:00:00 | 15043  | Van Tuxwell         |
| 2021-11-05 00:00:00 | 11249  | Rafaelita Blaksland |
| 2021-07-28 00:00:00 | 875    | Brien Boise         |
| 2021-01-25 00:00:00 | 469    | Barr Faughny        |
| 2021-03-11 00:00:00 | 6902   | Jehu Rudeforth      |
| 2021-11-15 00:00:00 | 1435   | Barr Faughny        |
| 2021-07-09 00:00:00 | 8806   | Dennison Crosswaite |
| 2021-08-17 00:00:00 | 5096   | Beverie Moffet      |
| 2022-01-28 00:00:00 | 7427   | Beverie Moffet      |
| 2021-08-26 00:00:00 | 2856   | Husein Augar        |
| 2021-10-15 00:00:00 | 1484   | Wilone O'Kielt      |
| 2022-01-28 00:00:00 | 693    | Roddy Speechley     |
| 2021-10-18 00:00:00 | 7      | Beverie Moffet      |
| 2021-06-04 00:00:00 | 525    | Mallorie Waber      |
| 2021-11-18 00:00:00 | 5334   | Oby Sorrel          |
| 2021-06-24 00:00:00 | 427    | Marney O'Breen      |
| 2021-03-25 00:00:00 | 1295   | Husein Augar        |
| 2021-10-11 00:00:00 | 6258   | Mallorie Waber      |
| 2021-11-11 00:00:00 | 8120   | Dotty Strutley      |
| 2021-03-01 00:00:00 | 8743   | Ches Bonnell        |
| 2021-08-31 00:00:00 | 5684   | Ches Bonnell        |
| 2021-12-15 00:00:00 | 5012   | Barr Faughny        |
| 2021-04-12 00:00:00 | 7686   | Andria Kimpton      |
| 2021-05-12 00:00:00 | 8008   | Oby Sorrel          |
| 2022-02-16 00:00:00 | 266    | Barr Faughny        |
| 2022-02-14 00:00:00 | 15092  | Ches Bonnell        |
| 2021-01-15 00:00:00 | 4753   | Barr Faughny        |
| 2022-01-05 00:00:00 | 7539   | Curtice Advani      |
| 2021-01-21 00:00:00 | 6335   | Marney O'Breen      |
| 2021-04-20 00:00:00 | 1155   | Rafaelita Blaksland |
| 2022-01-05 00:00:00 | 987    | Gigi Bohling        |
| 2021-02-19 00:00:00 | 9926   | Mallorie Waber      |
| 2021-10-19 00:00:00 | 4480   | Kelci Walkden       |
| 2021-08-18 00:00:00 | 5159   | Dennison Crosswaite |
| 2021-08-20 00:00:00 | 12061  | Mallorie Waber      |
| 2022-01-24 00:00:00 | 1148   | Oby Sorrel          |
| 2021-02-23 00:00:00 | 7525   | Camilla Castle      |
| 2021-10-11 00:00:00 | 8288   | Barr Faughny        |
| 2021-01-04 00:00:00 | 1442   | Rafaelita Blaksland |
| 2021-01-12 00:00:00 | 196    | Rafaelita Blaksland |
| 2021-01-13 00:00:00 | 1099   | Camilla Castle      |
| 2021-07-13 00:00:00 | 4298   | Madelene Upcott     |
| 2021-08-25 00:00:00 | 7672   | Van Tuxwell         |
| 2021-07-27 00:00:00 | 7490   | Barr Faughny        |
| 2022-01-05 00:00:00 | 1253   | Jehu Rudeforth      |
| 2021-11-26 00:00:00 | 8876   | Jan Morforth        |
| 2021-12-01 00:00:00 | 5089   | Andria Kimpton      |
| 2021-07-14 00:00:00 | 5838   | Dotty Strutley      |
| 2022-01-14 00:00:00 | 12159  | Rafaelita Blaksland |
| 2021-01-25 00:00:00 | 8673   | Kelci Walkden       |
| 2021-09-13 00:00:00 | 10325  | Kelci Walkden       |
| 2021-03-25 00:00:00 | 11802  | Wilone O'Kielt      |
| 2021-04-22 00:00:00 | 5481   | Rafaelita Blaksland |
| 2021-05-10 00:00:00 | 4130   | Wilone O'Kielt      |
| 2021-06-01 00:00:00 | 10927  | Kelci Walkden       |
| 2022-02-01 00:00:00 | 3199   | Roddy Speechley     |
| 2021-02-03 00:00:00 | 952    | Beverie Moffet      |
| 2022-01-12 00:00:00 | 5593   | Van Tuxwell         |
| 2021-05-04 00:00:00 | 4704   | Beverie Moffet      |
| 2021-04-15 00:00:00 | 5572   | Barr Faughny        |
| 2021-11-04 00:00:00 | 7147   | Kaine Padly         |
| 2021-04-13 00:00:00 | 1120   | Andria Kimpton      |
| 2021-11-29 00:00:00 | 8876   | Brien Boise         |
| 2022-03-16 00:00:00 | 6783   | Rafaelita Blaksland |
| 2021-03-15 00:00:00 | 9765   | Jehu Rudeforth      |
| 2022-02-18 00:00:00 | 4928   | Rafaelita Blaksland |
| 2021-04-16 00:00:00 | 8897   | Curtice Advani      |
| 2021-11-08 00:00:00 | 5663   | Ches Bonnell        |
| 2021-12-20 00:00:00 | 1239   | Kelci Walkden       |
| 2022-02-01 00:00:00 | 7280   | Beverie Moffet      |
| 2021-06-03 00:00:00 | 9058   | Camilla Castle      |
| 2021-01-11 00:00:00 | 4473   | Gunar Cockshoot     |
| 2022-02-09 00:00:00 | 1393   | Jan Morforth        |
| 2022-01-14 00:00:00 | 1162   | Brien Boise         |
| 2021-06-10 00:00:00 | 1337   | Marney O'Breen      |
| 2021-11-23 00:00:00 | 1659   | Andria Kimpton      |
| 2021-08-05 00:00:00 | 3297   | Mallorie Waber      |
| 2021-11-17 00:00:00 | 2877   | Wilone O'Kielt      |
| 2022-01-10 00:00:00 | 1904   | Madelene Upcott     |
| 2021-07-22 00:00:00 | 3843   | Andria Kimpton      |
| 2021-03-15 00:00:00 | 4739   | Barr Faughny        |
| 2021-02-09 00:00:00 | 1274   | Dennison Crosswaite |
| 2022-03-29 00:00:00 | 2408   | Barr Faughny        |
